appointment_date_continuous,daily_appointments,age,under_12_years_old,over_60_years_old,SMS_received,Hipertension,Diabetes,Alcoholism,Scholarship,average_temp_day,average_rain_day,max_temp_day,max_rain_day,rainy_day_before,storm_day_before,rain_intensity,heat_intensity,gender_F,gender_I,gender_M,specialty_psychotherapy,specialty_speech therapy,specialty_physiotherapy,specialty_Unknown,specialty_occupational therapy,day,month,day_of_week_Monday,day_of_week_Saturday,day_of_week_Sunday,day_of_week_Thursday,day_of_week_Tuesday,day_of_week_Wednesday,lag_1,lag_7,lag_30,rolling_mean_7,rolling_mean_30
2020-01-26,18,18.61111111111111,8,2,8,2,1,1,1,19.662777777777777,0.05611111111111111,23.98888888888889,1.161111111111111,0.9444444444444444,0.9444444444444444,0.2222222222222222,1.6666666666666667,5,0,13,6.0,5.0,1.0,2.0,3.0,26,1,False,False,True,False,False,False,10.0,19.0,0.0,11.714285714285714,0.0
2020-01-27,21,21.047619047619047,6,2,8,2,1,0,1,19.960476190476193,0.16,23.46666666666667,1.7428571428571429,0.9047619047619048,0.9047619047619048,0.47619047619047616,1.4285714285714286,4,0,17,5.0,5.0,2.0,6.0,3.0,27,1,True,False,False,False,False,False,18.0,8.0,0.0,11.571428571428571,0.0
2020-01-28,18,16.38888888888889,10,1,6,0,0,0,2,18.46611111111111,0.04666666666666667,22.655555555555555,0.8333333333333334,0.9444444444444444,0.9444444444444444,0.3333333333333333,1.5,6,0,12,4.0,7.0,3.0,3.0,0.0,28,1,False,False,False,False,True,False,21.0,6.0,0.0,13.428571428571429,0.0
2020-01-29,90,17.433333333333334,38,7,29,3,1,1,6,20.54288888888889,0.15733333333333333,24.520000000000003,2.15,0.9555555555555556,0.9555555555555556,0.6666666666666666,1.2555555555555555,25,0,65,26.0,15.0,18.0,19.0,3.0,29,1,False,False,False,False,False,True,18.0,15.0,0.0,15.142857142857142,0.0
2020-01-30,145,16.896551724137932,59,9,45,13,2,4,6,20.22937931034483,0.21786206896551724,23.933793103448277,2.1117241379310343,0.9310344827586207,0.9310344827586207,0.6344827586206897,1.4137931034482758,39,3,103,41.0,31.0,24.0,23.0,21.0,30,1,False,False,False,True,False,False,90.0,13.0,0.0,25.857142857142858,0.0
2020-01-31,95,17.66315789473684,42,7,32,6,6,3,7,20.434631578947368,0.19410526315789475,24.083157894736843,2.182105263157895,0.9789473684210527,0.9789473684210527,0.7578947368421053,1.2421052631578948,25,2,68,27.0,14.0,18.0,17.0,9.0,31,1,False,False,False,False,False,False,145.0,11.0,25.0,44.714285714285715,22.566666666666666
2020-02-01,111,15.675675675675675,42,4,28,6,1,3,6,20.155855855855858,0.18351351351351353,24.142342342342342,2.353153153153153,0.9369369369369369,0.9369369369369369,0.6036036036036037,1.3333333333333333,24,1,86,30.0,22.0,23.0,20.0,10.0,1,2,False,True,False,False,False,False,95.0,10.0,33.0,56.714285714285715,24.9
2020-02-02,129,17.550387596899224,59,9,38,10,5,4,5,20.35418604651163,0.15015503875968994,24.307751937984495,1.6930232558139535,0.9612403100775194,0.9612403100775194,0.5891472868217055,1.310077519379845,27,1,101,33.0,25.0,24.0,17.0,16.0,2,2,False,False,True,False,False,False,111.0,18.0,18.0,71.14285714285714,27.5
2020-02-03,3,10.0,2,0,1,0,0,0,1,17.926666666666666,0.5133333333333333,25.400000000000002,0.4666666666666666,1.0,1.0,1.3333333333333333,2.0,2,0,1,0.0,2.0,0.0,1.0,0.0,3,2,True,False,False,False,False,False,129.0,21.0,16.0,87.0,31.2
2020-02-04,404,16.56188118811881,188,28,130,23,7,10,24,20.199207920792077,0.13076732673267327,23.9029702970297,1.5143564356435641,0.9282178217821783,0.9282178217821783,0.4777227722772277,1.386138613861386,93,1,310,90.0,90.0,82.0,76.0,45.0,4,2,False,False,False,False,True,False,3.0,18.0,15.0,84.42857142857143,30.766666666666666
2020-02-05,572,17.23076923076923,272,40,178,33,19,11,34,20.20124125874126,0.18225524475524477,23.71048951048951,1.9727272727272729,0.9335664335664335,0.9335664335664335,0.5681818181818182,1.4143356643356644,138,0,434,154.0,111.0,112.0,113.0,61.0,5,2,False,False,False,False,False,True,404.0,90.0,2.0,139.57142857142858,43.733333333333334
2020-02-06,394,17.718274111675125,171,27,124,21,9,4,18,20.241395939086292,0.19220812182741118,23.753299492385786,1.9398477157360405,0.934010152284264,0.934010152284264,0.5812182741116751,1.3756345177664975,100,0,294,93.0,81.0,74.0,79.0,43.0,6,2,False,False,False,True,False,False,572.0,145.0,7.0,208.42857142857142,62.733333333333334
2020-02-07,454,18.341409691629956,194,33,149,27,18,13,29,20.47193832599119,0.20444933920704847,24.24669603524229,2.2198237885462553,0.947136563876652,0.947136563876652,0.5748898678414097,1.2070484581497798,93,2,359,131.0,98.0,85.0,78.0,36.0,7,2,False,False,False,False,False,False,394.0,95.0,32.0,244.0,75.63333333333334
2020-02-08,725,17.45655172413793,323,56,231,42,19,12,48,20.213020689655174,0.18827586206896552,23.88993103448276,2.0684137931034483,0.9420689655172414,0.9420689655172414,0.5517241379310345,1.3475862068965516,207,2,516,190.0,141.0,141.0,131.0,73.0,8,2,False,True,False,False,False,False,454.0,111.0,17.0,295.2857142857143,89.7
2020-02-09,3,30.666666666666668,1,1,2,0,0,0,0,18.403333333333332,0.18333333333333335,22.0,2.6666666666666665,1.0,1.0,1.0,1.6666666666666667,1,0,2,1.0,0.0,1.0,0.0,1.0,9,2,False,False,True,False,False,False,725.0,129.0,38.0,383.0,113.3
2020-02-10,1,13.0,0,0,0,0,0,0,0,19.78,0.0,29.1,0.0,1.0,1.0,0.0,0.0,1,0,0,1.0,0.0,0.0,0.0,0.0,10,2,True,False,False,False,False,False,3.0,3.0,15.0,365.0,112.13333333333334
2020-02-11,462,17.636363636363637,194,29,144,29,13,12,25,20.289761904761907,0.1726839826839827,24.063419913419914,1.9950216450216451,0.9415584415584416,0.9393939393939394,0.5541125541125541,1.326839826839827,112,0,350,110.0,105.0,84.0,87.0,41.0,11,2,False,False,False,False,True,False,1.0,404.0,2.0,364.7142857142857,111.66666666666667
2020-02-12,575,18.022608695652174,231,44,168,23,12,7,31,20.41333913043478,0.1801913043478261,24.065739130434782,2.0130434782608697,0.9304347826086956,0.9321739130434783,0.5234782608695652,1.3113043478260868,128,0,447,146.0,113.0,110.0,109.0,66.0,12,2,False,False,False,False,False,True,462.0,572.0,5.0,373.0,127.0
2020-02-13,448,17.9375,192,31,144,35,7,9,28,20.326986607142857,0.19410714285714284,24.122991071428572,2.1089285714285713,0.9419642857142857,0.9419642857142857,0.6160714285714286,1.3058035714285714,117,0,331,117.0,85.0,87.0,90.0,41.0,13,2,False,False,False,True,False,False,575.0,394.0,14.0,373.42857142857144,146.0
2020-02-14,523,16.64435946462715,223,31,171,27,6,6,25,20.589923518164436,0.1802676864244742,24.1565965583174,2.1965583173996177,0.9407265774378585,0.9407265774378585,0.6042065009560229,1.3288718929254302,122,2,399,137.0,117.0,105.0,89.0,56.0,14,2,False,False,False,False,False,False,448.0,454.0,17.0,381.14285714285717,160.46666666666667
2020-02-15,598,17.75083612040134,271,43,211,40,17,12,29,20.408846153846152,0.16240802675585286,24.30418060200669,2.051839464882943,0.9431438127090301,0.9431438127090301,0.5317725752508361,1.2876254180602007,165,2,431,159.0,135.0,101.0,99.0,72.0,15,2,False,True,False,False,False,False,523.0,725.0,17.0,391.0,177.33333333333334
2020-02-16,6,22.166666666666668,1,0,3,0,0,0,0,19.541666666666668,0.016666666666666666,23.3,0.25,1.0,1.0,0.16666666666666666,1.5,2,0,4,1.0,1.0,2.0,1.0,1.0,16,2,False,False,True,False,False,False,598.0,3.0,29.0,372.85714285714283,196.7
2020-02-17,390,17.28205128205128,190,24,122,18,6,12,27,20.31297435897436,0.17825641025641026,24.02179487179487,2.06,0.9435897435897436,0.9435897435897436,0.5538461538461539,1.2923076923076924,92,0,298,100.0,78.0,85.0,77.0,33.0,17,2,True,False,False,False,False,False,6.0,1.0,1.0,373.2857142857143,195.93333333333334
2020-02-18,287,19.21951219512195,128,24,82,20,9,9,17,20.37780487804878,0.19149825783972127,24.00766550522648,2.156794425087108,0.9547038327526133,0.9547038327526133,0.5679442508710801,1.240418118466899,66,1,220,58.0,42.0,51.0,69.0,47.0,18,2,False,False,False,False,True,False,390.0,462.0,19.0,428.85714285714283,208.9
2020-02-19,221,17.470588235294116,97,15,84,12,5,3,12,20.219819004524886,0.15565610859728507,23.962443438914026,1.9873303167420815,0.9230769230769231,0.9230769230769231,0.5746606334841629,1.407239819004525,51,0,170,53.0,37.0,44.0,42.0,35.0,19,2,False,False,False,False,False,True,287.0,575.0,8.0,403.85714285714283,217.83333333333334
2020-02-20,438,16.682648401826484,214,32,144,27,11,7,20,20.549200913242007,0.1430365296803653,24.23972602739726,1.7041095890410958,0.9474885844748858,0.9474885844748858,0.5114155251141552,1.2488584474885844,101,2,335,116.0,91.0,89.0,75.0,31.0,20,2,False,False,False,True,False,False,221.0,448.0,6.0,353.2857142857143,224.93333333333334
2020-02-21,475,16.65473684210526,200,24,147,26,17,9,34,20.249852631578946,0.17576842105263157,23.841894736842104,1.7393684210526317,0.9284210526315789,0.9284210526315789,0.5010526315789474,1.3789473684210527,115,0,360,129.0,83.0,89.0,94.0,55.0,21,2,False,False,False,False,False,False,438.0,523.0,15.0,351.85714285714283,239.33333333333334
2020-02-22,7,10.428571428571429,5,0,3,0,0,0,0,18.794285714285714,0.47428571428571425,22.057142857142857,2.1285714285714286,1.0,1.0,1.0,1.2857142857142858,1,0,6,2.0,2.0,2.0,0.0,1.0,22,2,False,True,False,False,False,False,475.0,598.0,13.0,345.0,254.66666666666666
2020-02-23,9,13.0,6,1,2,0,0,0,0,21.727777777777778,0.3622222222222222,25.144444444444446,5.9,0.8888888888888888,0.8888888888888888,1.2222222222222223,1.2222222222222223,1,0,8,4.0,1.0,0.0,4.0,0.0,23,2,False,False,True,False,False,False,7.0,6.0,11.0,260.57142857142856,254.46666666666667
2020-02-24,550,16.445454545454545,236,39,164,24,16,9,42,20.368363636363636,0.1807090909090909,23.80109090909091,2.2094545454545456,0.9363636363636364,0.9345454545454546,0.5909090909090909,1.4,138,1,411,124.0,99.0,122.0,117.0,57.0,24,2,True,False,False,False,False,False,9.0,390.0,10.0,261.0,254.4
2020-02-25,628,17.320063694267517,296,41,201,32,16,7,30,20.63391719745223,0.19818471337579618,24.260828025477707,2.0713375796178344,0.9554140127388535,0.9554140127388535,0.5445859872611465,1.2356687898089171,147,3,478,167.0,144.0,122.0,104.0,54.0,25,2,False,False,False,False,True,False,550.0,287.0,18.0,283.85714285714283,272.4
2020-02-26,436,16.337155963302752,217,27,141,29,7,9,28,20.18369266055046,0.2003211009174312,23.884633027522938,2.044954128440367,0.9518348623853211,0.9495412844036697,0.5756880733944955,1.3302752293577982,104,2,330,125.0,92.0,80.0,67.0,51.0,26,2,False,False,False,False,False,True,628.0,221.0,21.0,332.57142857142856,292.73333333333335
2020-02-27,522,17.325670498084293,245,41,162,31,11,9,25,20.38844827586207,0.19657088122605365,23.915900383141764,2.1404214559386974,0.9425287356321839,0.9425287356321839,0.5823754789272031,1.3505747126436782,122,2,398,135.0,98.0,99.0,109.0,44.0,27,2,False,False,False,True,False,False,436.0,438.0,18.0,363.2857142857143,306.56666666666666
2020-02-28,610,17.19016393442623,281,40,173,29,17,7,31,20.219688524590165,0.1683934426229508,23.912622950819674,1.768032786885246,0.9295081967213115,0.9278688524590164,0.5163934426229508,1.3688524590163935,150,2,458,171.0,115.0,115.0,120.0,58.0,28,2,False,False,False,False,False,False,522.0,475.0,90.0,375.2857142857143,323.3666666666667
2020-02-29,11,18.272727272727273,6,1,4,0,1,1,1,19.325454545454544,0.13363636363636364,22.59090909090909,1.918181818181818,0.9090909090909091,0.9090909090909091,0.36363636363636365,1.6363636363636365,3,0,8,5.0,2.0,0.0,2.0,1.0,29,2,False,True,False,False,False,False,610.0,7.0,145.0,394.57142857142856,340.7
2020-03-01,5,33.0,1,2,2,1,0,0,1,21.852,0.02,25.580000000000002,0.14,0.8,0.8,0.0,1.2,2,0,3,0.0,0.0,2.0,2.0,1.0,1,3,False,False,True,False,False,False,11.0,9.0,95.0,395.14285714285717,336.23333333333335
2020-03-02,216,16.689814814814813,98,10,64,14,2,8,10,20.525462962962962,0.13962962962962963,24.268981481481482,1.7513888888888889,0.9166666666666666,0.9166666666666666,0.4722222222222222,1.2916666666666667,46,0,170,61.0,39.0,38.0,47.0,19.0,2,3,True,False,False,False,False,False,5.0,550.0,111.0,394.57142857142856,333.23333333333335
2020-03-03,694,17.43227665706052,300,47,215,44,16,16,29,20.296181556195965,0.17079250720461095,24.0164265129683,2.003458213256484,0.9423631123919308,0.9409221902017291,0.5360230547550432,1.3097982708933718,177,0,517,178.0,137.0,140.0,115.0,75.0,3,3,False,False,False,False,True,False,216.0,628.0,129.0,346.85714285714283,336.73333333333335
2020-03-04,455,18.004395604395604,201,36,141,29,9,15,29,20.530395604395604,0.1843956043956044,24.32021978021978,2.1894505494505494,0.9428571428571428,0.9428571428571428,0.6043956043956044,1.2659340659340659,100,0,355,106.0,84.0,86.0,94.0,51.0,4,3,False,False,False,False,False,True,694.0,436.0,3.0,356.2857142857143,355.56666666666666
2020-03-05,373,16.93833780160858,159,27,112,17,10,9,17,20.1398927613941,0.18246648793565684,23.67024128686327,2.116621983914209,0.9410187667560321,0.9410187667560321,0.5764075067024129,1.353887399463807,84,2,287,103.0,78.0,64.0,70.0,38.0,5,3,False,False,False,True,False,False,455.0,522.0,404.0,359.0,370.6333333333333
2020-03-06,578,17.835640138408305,256,47,183,32,17,16,37,20.33773356401384,0.18634948096885812,24.024740484429064,1.980968858131488,0.9498269896193772,0.9480968858131488,0.5536332179930796,1.28719723183391,125,3,450,152.0,125.0,128.0,95.0,52.0,6,3,False,False,False,False,False,False,373.0,610.0,572.0,337.7142857142857,369.6
2020-03-07,44,13.545454545454545,25,1,18,0,0,2,2,21.430454545454545,0.12954545454545455,24.897727272727273,1.4795454545454545,1.0,1.0,0.45454545454545453,0.9772727272727273,10,1,33,15.0,7.0,8.0,7.0,3.0,7,3,False,True,False,False,False,False,578.0,11.0,394.0,333.14285714285717,369.8
2020-03-08,6,12.5,3,1,1,0,0,0,0,19.944999999999997,0.11,23.416666666666668,1.2833333333333334,1.0,1.0,0.3333333333333333,1.1666666666666667,1,0,5,1.0,1.0,2.0,1.0,1.0,8,3,False,False,True,False,False,False,44.0,5.0,454.0,337.85714285714283,358.1333333333333
2020-03-09,191,16.151832460732983,81,16,50,11,4,4,5,20.247277486910995,0.1594764397905759,23.868586387434554,1.7298429319371726,0.9633507853403142,0.9581151832460733,0.5706806282722513,1.2513089005235603,37,0,154,54.0,32.0,33.0,37.0,23.0,9,3,True,False,False,False,False,False,6.0,216.0,725.0,338.0,343.2
2020-03-10,308,17.724025974025974,146,23,98,20,8,3,21,20.074415584415586,0.17396103896103896,23.65616883116883,1.8759740259740258,0.9415584415584416,0.9415584415584416,0.577922077922078,1.4025974025974026,86,1,221,76.0,58.0,59.0,64.0,28.0,10,3,False,False,False,False,True,False,191.0,694.0,3.0,334.42857142857144,325.4
2020-03-11,220,16.98181818181818,86,17,70,14,9,5,11,20.318227272727274,0.1625,24.12818181818182,2.180909090909091,0.9590909090909091,0.9590909090909091,0.509090909090909,1.240909090909091,53,0,167,57.0,51.0,30.0,44.0,18.0,11,3,False,False,False,False,False,True,308.0,455.0,1.0,279.2857142857143,335.56666666666666
2020-03-12,274,17.525547445255473,127,22,85,24,7,2,13,20.479525547445256,0.1809124087591241,24.013138686131388,2.3434306569343066,0.948905109489051,0.948905109489051,0.6167883211678832,1.3357664233576643,60,1,213,70.0,64.0,47.0,48.0,24.0,12,3,False,False,False,True,False,False,220.0,373.0,462.0,245.71428571428572,342.8666666666667
2020-03-13,417,16.74580335731415,182,22,126,24,9,7,30,20.43702637889688,0.18369304556354915,24.169304556354916,1.91294964028777,0.9232613908872902,0.9256594724220624,0.5587529976019184,1.34052757793765,109,1,307,112.0,81.0,81.0,75.0,41.0,13,3,False,False,False,False,False,False,274.0,578.0,575.0,231.57142857142858,336.6
2020-03-14,321,18.35202492211838,144,28,113,22,10,6,17,20.614236760124612,0.15109034267912771,24.305919003115264,1.8785046728971964,0.9376947040498442,0.9376947040498442,0.5794392523364486,1.3582554517133956,74,0,247,72.0,72.0,69.0,51.0,37.0,14,3,False,True,False,False,False,False,417.0,44.0,448.0,208.57142857142858,331.3333333333333
2020-03-15,198,17.964646464646464,80,16,57,6,4,4,15,20.321363636363635,0.18,23.896464646464647,2.4111111111111114,0.9444444444444444,0.9444444444444444,0.5858585858585859,1.2575757575757576,48,0,150,62.0,40.0,29.0,30.0,25.0,15,3,False,False,True,False,False,False,321.0,6.0,523.0,248.14285714285714,327.1
2020-03-16,363,17.738292011019283,157,21,99,20,9,9,15,20.627272727272725,0.20294765840220386,24.49944903581267,2.1735537190082646,0.9586776859504132,0.9586776859504132,0.5950413223140496,1.2203856749311295,102,0,261,81.0,79.0,65.0,73.0,42.0,16,3,True,False,False,False,False,False,198.0,191.0,598.0,275.57142857142856,316.26666666666665
2020-03-17,148,17.527027027027028,73,15,50,10,1,2,13,20.46141891891892,0.2137162162162162,24.25945945945946,2.30472972972973,0.9594594594594594,0.9594594594594594,0.6486486486486487,1.2905405405405406,45,0,103,36.0,34.0,19.0,31.0,15.0,17,3,False,False,False,False,True,False,363.0,308.0,6.0,300.14285714285717,308.43333333333334
2020-03-18,210,16.785714285714285,92,12,52,10,7,2,9,20.770619047619046,0.1667142857142857,24.485238095238092,1.877142857142857,0.9095238095238095,0.9095238095238095,0.5523809523809524,1.3952380952380952,45,1,164,69.0,44.0,33.0,35.0,20.0,18,3,False,False,False,False,False,True,148.0,220.0,390.0,277.2857142857143,313.1666666666667
2020-03-19,7,24.571428571428573,1,2,2,0,0,0,0,20.381428571428568,0.03142857142857143,23.985714285714288,0.5857142857142856,1.0,1.0,0.2857142857142857,1.1428571428571428,2,0,5,0.0,3.0,2.0,0.0,1.0,19,3,False,False,False,True,False,False,210.0,274.0,287.0,275.85714285714283,307.1666666666667
2020-03-20,3,10.0,2,0,1,0,0,0,0,19.576666666666668,0.1366666666666667,25.099999999999998,1.0999999999999999,0.3333333333333333,0.3333333333333333,0.0,4.0,2,0,1,0.0,0.0,1.0,2.0,0.0,20,3,False,False,False,False,False,False,7.0,417.0,221.0,237.71428571428572,297.8333333333333
2020-03-21,246,17.650406504065042,98,15,73,12,6,9,12,20.279268292682925,0.19345528455284555,23.791869918699188,2.0178861788617883,0.9227642276422764,0.9227642276422764,0.5203252032520326,1.4065040650406504,70,0,176,72.0,50.0,40.0,50.0,25.0,21,3,False,True,False,False,False,False,3.0,321.0,438.0,178.57142857142858,290.56666666666666
2020-03-22,222,16.94144144144144,107,16,69,14,1,8,15,20.457747747747746,0.18590090090090092,24.144594594594597,1.986936936936937,0.9459459459459459,0.9459459459459459,0.5990990990990991,1.2477477477477477,51,0,171,61.0,49.0,41.0,38.0,23.0,22,3,False,False,True,False,False,False,246.0,198.0,475.0,167.85714285714286,284.1666666666667
2020-03-23,431,17.466357308584687,201,33,134,29,11,13,20,20.377633410672853,0.20415313225058004,24.12204176334107,2.0821345707656613,0.9350348027842227,0.9350348027842227,0.6148491879350348,1.3016241299303943,93,2,336,124.0,76.0,91.0,68.0,50.0,23,3,True,False,False,False,False,False,222.0,363.0,7.0,171.28571428571428,275.73333333333335
2020-03-24,287,16.662020905923345,128,21,95,16,8,5,16,20.042334494773517,0.1621951219512195,23.822648083623694,2.124390243902439,0.9581881533101045,0.9581881533101045,0.578397212543554,1.278745644599303,66,0,221,78.0,56.0,69.0,48.0,27.0,24,3,False,False,False,False,True,False,431.0,148.0,9.0,181.0,289.8666666666667
